k_s,sensitivity,cantera equation,cantera products,cantera reactants
1873,-6.203560428620649e-23,CO3(658) + H2(6) <=> OC1OO1(667),{'OC1OO1(667)': 1.0},"{'CO3(658)': 1.0, 'H2(6)': 1.0}"
1341,5.325772156973158e-23,C2HO3(332) <=> C2O3(208) + H(3),"{'C2O3(208)': 1.0, 'H(3)': 1.0}",{'C2HO3(332)': 1.0}
1877,5.29398556982211e-23,CO3(658) + H2(6) <=> CO3(202) + H2(6),"{'CO3(202)': 1.0, 'H2(6)': 1.0}","{'CO3(658)': 1.0, 'H2(6)': 1.0}"
2078,5.144523133042901e-23,CH2O2(153) + HF(38) + O2(149) <=> CH2O4(735) + HF(38),"{'CH2O4(735)': 1.0, 'HF(38)': 1.0}","{'CH2O2(153)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
1527,4.085677466232149e-23,CH2O2(153) + O2(149) <=> CHO2(157) + HO2(10),"{'CHO2(157)': 1.0, 'HO2(10)': 1.0}","{'CH2O2(153)': 1.0, 'O2(149)': 1.0}"
1705,4.0032186693608894e-23,CHO4(412) + O2(2) <=> CHO4(412) + O2(149),"{'CHO4(412)': 1.0, 'O2(149)': 1.0}","{'CHO4(412)': 1.0, 'O2(2)': 1.0}"
1881,-3.659897585718964e-23,C2O5(975) + OH(5) <=> CHO4(413) + CO2(156),"{'CHO4(413)': 1.0, 'CO2(156)': 1.0}","{'C2O5(975)': 1.0, 'OH(5)': 1.0}"
1196,-3.015059993008196e-23,CFOOH(127) + CO2(13) + HF(38) <=> C2HFO4(219) + HF(38),"{'C2HFO4(219)': 1.0, 'HF(38)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
2086,-2.908097324102322e-23,CFO2(178) + HF(38) + O2(149) <=> CHFO3(716) + [O]F(257),"{'CHFO3(716)': 1.0, '[O]F(257)': 1.0}","{'CFO2(178)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
2097,2.773729154568123e-23,CO2(13) + CO3(202) + HF(38) <=> C2HFO4(219) + O(4),"{'C2HFO4(219)': 1.0, 'O(4)': 1.0}","{'CO2(13)': 1.0, 'CO3(202)': 1.0, 'HF(38)': 1.0}"
1414,-2.7218991933148647e-23,CHO3(238) + CO2(13) + HF(38) <=> C2HO5(721) + HF(38),"{'C2HO5(721)': 1.0, 'HF(38)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
745,2.3778009448883115e-23,CHFO(46) + O2(149) <=> CHFO3(641),{'CHFO3(641)': 1.0},"{'CHFO(46)': 1.0, 'O2(149)': 1.0}"
1721,-1.9492912375492556e-23,C2O5(975) + OH(5) <=> CHO4(413) + CO2(13),"{'CHO4(413)': 1.0, 'CO2(13)': 1.0}","{'C2O5(975)': 1.0, 'OH(5)': 1.0}"
1452,1.751285195592755e-23,CFO3(398) + CFOOH(127) <=> CF2O(48) + CHO4(412),"{'CF2O(48)': 1.0, 'CHO4(412)': 1.0}","{'CFO3(398)': 1.0, 'CFOOH(127)': 1.0}"
1091,1.1269687178241862e-23,CHFO3(641) <=> CO(12) + OOF(259),"{'CO(12)': 1.0, 'OOF(259)': 1.0}",{'CHFO3(641)': 1.0}
692,-1.0669129256718241e-23,CHO3(238) + CO2(13) + HF(38) <=> CFO(50) + CH2O4(759),"{'CFO(50)': 1.0, 'CH2O4(759)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1411,-1.0665287298550774e-23,CH2O(19) + CH2O3(316) <=> CH2(T)(17) + CH2O4(759),"{'CH2(T)(17)': 1.0, 'CH2O4(759)': 1.0}","{'CH2O(19)': 1.0, 'CH2O3(316)': 1.0}"
1874,-8.615698736327278e-24,[O]C([O])O(714) <=> CO3(658) + H2(6),"{'CO3(658)': 1.0, 'H2(6)': 1.0}",{'[O]C([O])O(714)': 1.0}
1028,-7.40428446636681e-24,C2O5(1179) <=> CO2(156) + CO3(658),"{'CO2(156)': 1.0, 'CO3(658)': 1.0}",{'C2O5(1179)': 1.0}
817,-6.775058207664131e-24,CHO3(238) + CO2(13) + HF(38) <=> CHFO3(716) + CHO2(157),"{'CHFO3(716)': 1.0, 'CHO2(157)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1650,-3.5877372323244596e-24,CO3(658) + O2(149) <=> O(4) + O1OC12OO2(1041),"{'O(4)': 1.0, 'O1OC12OO2(1041)': 1.0}","{'CO3(658)': 1.0, 'O2(149)': 1.0}"
778,-2.6382450323244496e-24,CH2O2(153) + CO2(13) <=> CO(12) + [O]C([O])O(714),"{'CO(12)': 1.0, '[O]C([O])O(714)': 1.0}","{'CH2O2(153)': 1.0, 'CO2(13)': 1.0}"
1806,2.577728054224589e-24,CO2(13) + CO3(658) <=> CO2(156) + CO3(195),"{'CO2(156)': 1.0, 'CO3(195)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
1848,-2.3764394503828612e-24,CFO3(398) + OC1OO1(667) <=> CHFO3(641) + O[C]1OO1(661),"{'CHFO3(641)': 1.0, 'O[C]1OO1(661)': 1.0}","{'CFO3(398)': 1.0, 'OC1OO1(667)': 1.0}"
2058,-2.2781279460885705e-24,OC1OO1(667) + [O]O[C]1OO1(684) <=> OO[C]1OO1(2198) + O[C]1OO1(661),"{'OO[C]1OO1(2198)': 1.0, 'O[C]1OO1(661)': 1.0}","{'OC1OO1(667)': 1.0, '[O]O[C]1OO1(684)': 1.0}"
2026,2.113684348463003e-24,CFO(50) + O2(149) <=> FO[C]1OO1(660),{'FO[C]1OO1(660)': 1.0},"{'CFO(50)': 1.0, 'O2(149)': 1.0}"
1504,-2.0093781049598903e-24,[O]C([O])O(714) <=> CO3(202) + H2(6),"{'CO3(202)': 1.0, 'H2(6)': 1.0}",{'[O]C([O])O(714)': 1.0}
1898,-1.7988964019319182e-24,C2O4(194) <=> C2O3(208) + O(4),"{'C2O3(208)': 1.0, 'O(4)': 1.0}",{'C2O4(194)': 1.0}
1434,-1.6866719473854276e-24,C2HO5(670) <=> CHO3(238) + CO2(156),"{'CHO3(238)': 1.0, 'CO2(156)': 1.0}",{'C2HO5(670)': 1.0}
1850,-1.579196449616314e-24,CO3(202) + OC1OO1(667) <=> CHO3(238) + O[C]1OO1(661),"{'CHO3(238)': 1.0, 'O[C]1OO1(661)': 1.0}","{'CO3(202)': 1.0, 'OC1OO1(667)': 1.0}"
1883,1.1011628342440458e-24,C2O4(204) + O2(2) <=> C2O5(975) + O(4),"{'C2O5(975)': 1.0, 'O(4)': 1.0}","{'C2O4(204)': 1.0, 'O2(2)': 1.0}"
658,9.003165549528272e-25,CO3(195) + [O]C(O)(F)F(767) <=> CFO3(398) + CFOOH(127),"{'CFO3(398)': 1.0, 'CFOOH(127)': 1.0}","{'CO3(195)': 1.0, '[O]C(O)(F)F(767)': 1.0}"
1692,-8.675151932436065e-25,C2O5(1179) <=> CO2(156) + CO3(202),"{'CO2(156)': 1.0, 'CO3(202)': 1.0}",{'C2O5(1179)': 1.0}
1897,8.546057322625384e-25,C2O4(194) <=> C2O4(191),{'C2O4(191)': 1.0},{'C2O4(194)': 1.0}
816,-7.856143779437889e-25,CFOOH(127) + CO2(13) <=> CHFO3(716) + CO(12),"{'CHFO3(716)': 1.0, 'CO(12)': 1.0}","{'CFOOH(127)': 1.0, 'CO2(13)': 1.0}"
1863,6.101556758585151e-25,CO3(658) + H2(6) <=> CHO2(157) + OH(5),"{'CHO2(157)': 1.0, 'OH(5)': 1.0}","{'CO3(658)': 1.0, 'H2(6)': 1.0}"
2019,-5.967945896871467e-25,CO(12) + FO[C]1OO1(660) <=> C2FO4(1196),{'C2FO4(1196)': 1.0},"{'CO(12)': 1.0, 'FO[C]1OO1(660)': 1.0}"
1891,-5.556288816883588e-25,OC1OO1(667) <=> CO3(202) + H2(6),"{'CO3(202)': 1.0, 'H2(6)': 1.0}",{'OC1OO1(667)': 1.0}
1962,-3.4404727899620535e-25,CH2O4(735) + CO2(13) + HF(38) <=> CFOOH(127) + CH2O4(735),"{'CFOOH(127)': 1.0, 'CH2O4(735)': 1.0}","{'CH2O4(735)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
2080,-2.312279295987695e-25,CO2(13) + CO3(202) + HF(38) <=> CHFO3(716) + CO2(13),"{'CHFO3(716)': 1.0, 'CO2(13)': 1.0}","{'CO2(13)': 1.0, 'CO3(202)': 1.0, 'HF(38)': 1.0}"
1695,2.226058327502981e-25,C2O5(949) <=> CO2(156) + CO3(202),"{'CO2(156)': 1.0, 'CO3(202)': 1.0}",{'C2O5(949)': 1.0}
1030,2.1467857238680667e-25,C2O5(949) <=> CO2(156) + CO3(658),"{'CO2(156)': 1.0, 'CO3(658)': 1.0}",{'C2O5(949)': 1.0}
1900,-1.8144677804575765e-25,CHO3(238) + HF(38) + O2(149) <=> CH2O4(759) + [O]F(257),"{'CH2O4(759)': 1.0, '[O]F(257)': 1.0}","{'CHO3(238)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
1467,2.901057243602555e-26,CFO3(398) + CO2(13) + HF(38) <=> CF2O(48) + CHO4(412),"{'CF2O(48)': 1.0, 'CHO4(412)': 1.0}","{'CFO3(398)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
192,2.0006746205367905e-26,CH2O(19) + O2(149) <=> CHO2(154) + OH(5),"{'CHO2(154)': 1.0, 'OH(5)': 1.0}","{'CH2O(19)': 1.0, 'O2(149)': 1.0}"
1312,-1.5997750806355106e-26,CFO3(398) <=> CFO2(178) + O-2(150),"{'CFO2(178)': 1.0, 'O-2(150)': 1.0}",{'CFO3(398)': 1.0}
1859,-9.676182758025686e-27,CH2O3(316) <=> OH(5) + [CH]1OO1(152),"{'OH(5)': 1.0, '[CH]1OO1(152)': 1.0}",{'CH2O3(316)': 1.0}
693,-8.084826692272037e-27,CH2O3(316) + CO2(13) <=> CH2O4(759) + CO(12),"{'CH2O4(759)': 1.0, 'CO(12)': 1.0}","{'CH2O3(316)': 1.0, 'CO2(13)': 1.0}"
991,-2.288925270368427e-27,CO2(13) + CO3(658) <=> CO2(156) + [O][C]1OO1(659),"{'CO2(156)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
1656,-1.7506348618415685e-27,CO4(180) <=> CO3(658) + O-2(150),"{'CO3(658)': 1.0, 'O-2(150)': 1.0}",{'CO4(180)': 1.0}
1972,-1.7294111005610807e-27,C2HFO4(219) + CO2(13) <=> C2FO4(323) + CHO2(157),"{'C2FO4(323)': 1.0, 'CHO2(157)': 1.0}","{'C2HFO4(219)': 1.0, 'CO2(13)': 1.0}"
1235,1.2849048037002515e-27,CO2(13) + HCO(14) <=> CHO2(154) + CO(12),"{'CHO2(154)': 1.0, 'CO(12)': 1.0}","{'CO2(13)': 1.0, 'HCO(14)': 1.0}"
1821,-2.9547233055629694e-28,C2O5(734) <=> CO2(156) + CO3(195),"{'CO2(156)': 1.0, 'CO3(195)': 1.0}",{'C2O5(734)': 1.0}
1707,2.0398973250863688e-28,C2O3(3228) + CO2(13) <=> C2O3(3228) + CO2(156),"{'C2O3(3228)': 1.0, 'CO2(156)': 1.0}","{'C2O3(3228)': 1.0, 'CO2(13)': 1.0}"
1011,1.6720665792333025e-28,C2O4(204) + CO2(13) <=> C2O4(206) + CO2(156),"{'C2O4(206)': 1.0, 'CO2(156)': 1.0}","{'C2O4(204)': 1.0, 'CO2(13)': 1.0}"
603,-7.659755478961595e-29,CF2O(48) + CH2O(19) <=> CFO2(178) + CH2F(45),"{'CFO2(178)': 1.0, 'CH2F(45)': 1.0}","{'CF2O(48)': 1.0, 'CH2O(19)': 1.0}"
293,1.8035584581207002e-29,CH2O(19) + CO2(13) + HF(38) <=> CH2O2(153) + CHFO(46),"{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}","{'CH2O(19)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
1704,5.5305341615116655e-30,C2O3(3228) + CO2(13) <=> C2O3(3228) + CO2(156),"{'C2O3(3228)': 1.0, 'CO2(156)': 1.0}","{'C2O3(3228)': 1.0, 'CO2(13)': 1.0}"
1815,2.7425517638620627e-30,CO2(13) + CO3(202) <=> CO2(156) + CO3(195),"{'CO2(156)': 1.0, 'CO3(195)': 1.0}","{'CO2(13)': 1.0, 'CO3(202)': 1.0}"
1992,4.514050965455408e-31,C2H2O4(835) + CO2(13) <=> C2HO4(350) + CHO2(157),"{'C2HO4(350)': 1.0, 'CHO2(157)': 1.0}","{'C2H2O4(835)': 1.0, 'CO2(13)': 1.0}"
1818,-2.982924245265085e-31,C2O5(975) <=> CO2(156) + CO3(195),"{'CO2(156)': 1.0, 'CO3(195)': 1.0}",{'C2O5(975)': 1.0}
662,1.8841715488142378e-34,CFO2(178) + CO2(13) + HF(38) <=> CO2(13) + [O]C(O)(F)F(767),"{'CO2(13)': 1.0, '[O]C(O)(F)F(767)': 1.0}","{'CFO2(178)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
548,9.807519519215509e-36,[O]C1(F)OO1(655) <=> CO3(195) + F(37),"{'CO3(195)': 1.0, 'F(37)': 1.0}",{'[O]C1(F)OO1(655)': 1.0}
170,-5.4523745404706176e-37,O2(2) + [O]OCF(198) <=> O2(149) + [O]OCF(198),"{'O2(149)': 1.0, '[O]OCF(198)': 1.0}","{'O2(2)': 1.0, '[O]OCF(198)': 1.0}"
1111,-1.610121812154988e-38,CH2O2(153) <=> H(3) + [CH]1OO1(152),"{'H(3)': 1.0, '[CH]1OO1(152)': 1.0}",{'CH2O2(153)': 1.0}
62,0.0,CH2O(19) + CO2(13) <=> CO(12) + [O]C[O](151),"{'CO(12)': 1.0, '[O]C[O](151)': 1.0}","{'CH2O(19)': 1.0, 'CO2(13)': 1.0}"
63,0.0,CH2O(19) + CHFO(46) <=> CH2F(45) + CHO2(154),"{'CH2F(45)': 1.0, 'CHO2(154)': 1.0}","{'CH2O(19)': 1.0, 'CHFO(46)': 1.0}"
64,0.0,CH2O(19) + CHFO(46) <=> CH2F(45) + CHO2(154),"{'CH2F(45)': 1.0, 'CHO2(154)': 1.0}","{'CH2O(19)': 1.0, 'CHFO(46)': 1.0}"
182,0.0,CHFO(46) + O2(149) <=> CHFO(46) + O2(2),"{'CHFO(46)': 1.0, 'O2(2)': 1.0}","{'CHFO(46)': 1.0, 'O2(149)': 1.0}"
183,0.0,CO2(13) + O2(149) <=> CO2(13) + O2(2),"{'CO2(13)': 1.0, 'O2(2)': 1.0}","{'CO2(13)': 1.0, 'O2(149)': 1.0}"
185,0.0,CHFO(46) + O2(149) <=> CHFO(46) + O2(2),"{'CHFO(46)': 1.0, 'O2(2)': 1.0}","{'CHFO(46)': 1.0, 'O2(149)': 1.0}"
188,0.0,CH2O(19) + O2(149) <=> CH2O(19) + O2(2),"{'CH2O(19)': 1.0, 'O2(2)': 1.0}","{'CH2O(19)': 1.0, 'O2(149)': 1.0}"
191,0.0,CH2O(19) + O2(149) <=> CH2O(19) + O2(2),"{'CH2O(19)': 1.0, 'O2(2)': 1.0}","{'CH2O(19)': 1.0, 'O2(149)': 1.0}"
220,0.0,CH2O(19) + CHFO(46) + HF(38) <=> CFOOH(127) + CH3F(1),"{'CFOOH(127)': 1.0, 'CH3F(1)': 1.0}","{'CH2O(19)': 1.0, 'CHFO(46)': 1.0, 'HF(38)': 1.0}"
228,0.0,CHO3(238) + CO2(13) + HF(38) <=> CFOOH(127) + CHO3(238),"{'CFOOH(127)': 1.0, 'CHO3(238)': 1.0}","{'CHO3(238)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
292,0.0,CH2O(19) + CO2(13) + HF(38) <=> CH2O2(153) + CHFO(46),"{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}","{'CH2O(19)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
329,0.0,CH2O2(153) + CHFO(46) <=> CH2F(45) + CHO3(238),"{'CH2F(45)': 1.0, 'CHO3(238)': 1.0}","{'CH2O2(153)': 1.0, 'CHFO(46)': 1.0}"
346,0.0,CO2(13) + CO3(658) <=> CO2(13) + [O][C]1OO1(659),"{'CO2(13)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
351,0.0,CO2(13) + CO3(658) <=> CO2(13) + [O][C]1OO1(659),"{'CO2(13)': 1.0, '[O][C]1OO1(659)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0}"
356,0.0,2 CHFO(46) <=> CFO2(178) + CH2F(45),"{'CFO2(178)': 1.0, 'CH2F(45)': 1.0}",{'CHFO(46)': 2.0}
399,0.0,CHO2(154) + CO2(13) + HF(38) <=> CHFO(46) + CHO3(238),"{'CHFO(46)': 1.0, 'CHO3(238)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
400,0.0,CHO2(154) + CO2(13) + HF(38) <=> CFO2(178) + CH2O2(153),"{'CFO2(178)': 1.0, 'CH2O2(153)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
402,0.0,CHO2(154) + CO2(13) + HF(38) <=> C2FO4(323) + H2(6),"{'C2FO4(323)': 1.0, 'H2(6)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
403,0.0,CHO2(154) + CO2(13) + HF(38) <=> CFOOH(127) + CHO2(154),"{'CFOOH(127)': 1.0, 'CHO2(154)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
404,0.0,CHO2(154) + CO2(13) + HF(38) <=> CFO2(178) + CH2O2(153),"{'CFO2(178)': 1.0, 'CH2O2(153)': 1.0}","{'CHO2(154)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
441,0.0,C2O4(206) + CO2(13) + HF(38) <=> C2O4(206) + CFOOH(127),"{'C2O4(206)': 1.0, 'CFOOH(127)': 1.0}","{'C2O4(206)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
442,0.0,C2O4(206) + CO2(13) + HF(38) <=> C2O4(206) + CFOOH(127),"{'C2O4(206)': 1.0, 'CFOOH(127)': 1.0}","{'C2O4(206)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
459,0.0,C2O4(204) + CO2(13) <=> C2O4(206) + CO2(13),"{'C2O4(206)': 1.0, 'CO2(13)': 1.0}","{'C2O4(204)': 1.0, 'CO2(13)': 1.0}"
461,0.0,C2O4(204) + CO2(13) <=> C2O4(206) + CO2(13),"{'C2O4(206)': 1.0, 'CO2(13)': 1.0}","{'C2O4(204)': 1.0, 'CO2(13)': 1.0}"
474,0.0,C2HO4(1601) + CO2(13) + HF(38) <=> C2HO4(1601) + CFOOH(127),"{'C2HO4(1601)': 1.0, 'CFOOH(127)': 1.0}","{'C2HO4(1601)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
484,0.0,C2HO4(1601) + CO2(13) + HF(38) <=> C2HO4(1601) + CFOOH(127),"{'C2HO4(1601)': 1.0, 'CFOOH(127)': 1.0}","{'C2HO4(1601)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
491,0.0,CO(12) + [O]OF(145) <=> [O]C1(F)OO1(655),{'[O]C1(F)OO1(655)': 1.0},"{'CO(12)': 1.0, '[O]OF(145)': 1.0}"
517,0.0,CHO3(238) + HO2(10) <=> CH2O3(316) + O2(149),"{'CH2O3(316)': 1.0, 'O2(149)': 1.0}","{'CHO3(238)': 1.0, 'HO2(10)': 1.0}"
518,0.0,CH2O3(316) + O2(149) <=> CH2O3(316) + O2(2),"{'CH2O3(316)': 1.0, 'O2(2)': 1.0}","{'CH2O3(316)': 1.0, 'O2(149)': 1.0}"
521,0.0,CH2O2(153) + CO2(13) + HF(38) <=> C2H2O4(835) + HF(38),"{'C2H2O4(835)': 1.0, 'HF(38)': 1.0}","{'CH2O2(153)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
529,0.0,CFOOH(127) + O2(149) <=> CFOOH(127) + O2(2),"{'CFOOH(127)': 1.0, 'O2(2)': 1.0}","{'CFOOH(127)': 1.0, 'O2(149)': 1.0}"
530,0.0,CH2O3(316) + O2(149) <=> CH2O3(316) + O2(2),"{'CH2O3(316)': 1.0, 'O2(2)': 1.0}","{'CH2O3(316)': 1.0, 'O2(149)': 1.0}"
534,0.0,CFOOH(127) + CH2O2(153) <=> CH2O3(316) + CHFO(46),"{'CH2O3(316)': 1.0, 'CHFO(46)': 1.0}","{'CFOOH(127)': 1.0, 'CH2O2(153)': 1.0}"
539,0.0,CFO2(178) + CO2(13) + HF(38) <=> CFO2(178) + CFOOH(127),"{'CFO2(178)': 1.0, 'CFOOH(127)': 1.0}","{'CFO2(178)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
541,0.0,CFOOH(127) + O2(149) <=> CFO2(178) + HO2(10),"{'CFO2(178)': 1.0, 'HO2(10)': 1.0}","{'CFOOH(127)': 1.0, 'O2(149)': 1.0}"
543,0.0,CFOOH(127) + O2(149) <=> CFOOH(127) + O2(2),"{'CFOOH(127)': 1.0, 'O2(2)': 1.0}","{'CFOOH(127)': 1.0, 'O2(149)': 1.0}"
560,0.0,CO3(658) + O2(2) <=> CO3(195) + O2(149),"{'CO3(195)': 1.0, 'O2(149)': 1.0}","{'CO3(658)': 1.0, 'O2(2)': 1.0}"
566,0.0,CO(12) + O2(2) <=> CO(12) + O2(149),"{'CO(12)': 1.0, 'O2(149)': 1.0}","{'CO(12)': 1.0, 'O2(2)': 1.0}"
569,0.0,CO3(658) + O2(149) <=> CO3(658) + O2(2),"{'CO3(658)': 1.0, 'O2(2)': 1.0}","{'CO3(658)': 1.0, 'O2(149)': 1.0}"
580,0.0,C2HO4(1601) + HF(38) + O2(149) <=> C2H2O4(1836) + [O]OF(145),"{'C2H2O4(1836)': 1.0, '[O]OF(145)': 1.0}","{'C2HO4(1601)': 1.0, 'HF(38)': 1.0, 'O2(149)': 1.0}"
604,0.0,CF2O(48) + O2(149) <=> CF2O(48) + O2(2),"{'CF2O(48)': 1.0, 'O2(2)': 1.0}","{'CF2O(48)': 1.0, 'O2(149)': 1.0}"
610,0.0,CFOOH(127) + CHFO(46) <=> CHO2(154) + O[C](F)F(869),"{'CHO2(154)': 1.0, 'O[C](F)F(869)': 1.0}","{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0}"
612,0.0,2 CFOOH(127) <=> CHO3(238) + O[C](F)F(869),"{'CHO3(238)': 1.0, 'O[C](F)F(869)': 1.0}",{'CFOOH(127)': 2.0}
634,0.0,CF2O(48) + CFOOH(127) <=> CFO2(178) + O[C](F)F(869),"{'CFO2(178)': 1.0, 'O[C](F)F(869)': 1.0}","{'CF2O(48)': 1.0, 'CFOOH(127)': 1.0}"
677,0.0,CF2O(48) + CH2O3(316) + HF(38) <=> 2 CFOOH(127) + HF(38),"{'CFOOH(127)': 2.0, 'HF(38)': 1.0}","{'CF2O(48)': 1.0, 'CH2O3(316)': 1.0, 'HF(38)': 1.0}"
707,0.0,CF2O(48) + CH2O2(153) + HF(38) <=> CFOOH(127) + CHFO(46) + HF(38),"{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0, 'HF(38)': 1.0}","{'CF2O(48)': 1.0, 'CH2O2(153)': 1.0, 'HF(38)': 1.0}"
714,0.0,CO2(13) + CO3(658) + HF(38) <=> CFOOH(127) + CO3(658),"{'CFOOH(127)': 1.0, 'CO3(658)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0, 'HF(38)': 1.0}"
718,0.0,CO2(13) + CO3(658) + HF(38) <=> CFOOH(127) + CO3(658),"{'CFOOH(127)': 1.0, 'CO3(658)': 1.0}","{'CO2(13)': 1.0, 'CO3(658)': 1.0, 'HF(38)': 1.0}"
724,0.0,CF2O(48) + CHFO(46) + HF(38) <=> CHFO(46) + OC(F)(F)F(2205),"{'CHFO(46)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CHFO(46)': 1.0, 'HF(38)': 1.0}"
726,0.0,CF2O(48) + CO2(13) + HF(38) <=> CO2(13) + OC(F)(F)F(2205),"{'CO2(13)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CO2(13)': 1.0, 'HF(38)': 1.0}"
728,0.0,2 CF2O(48) + HF(38) <=> CF2O(48) + OC(F)(F)F(2205),"{'CF2O(48)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 2.0, 'HF(38)': 1.0}"
729,0.0,C2HO4(1601) + CF2O(48) + HF(38) <=> C2HO4(1601) + OC(F)(F)F(2205),"{'C2HO4(1601)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'C2HO4(1601)': 1.0, 'CF2O(48)': 1.0, 'HF(38)': 1.0}"
730,0.0,C2FO4(990) + CF2O(48) + HF(38) <=> C2FO4(990) + OC(F)(F)F(2205),"{'C2FO4(990)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'C2FO4(990)': 1.0, 'CF2O(48)': 1.0, 'HF(38)': 1.0}"
732,0.0,CF2O(48) + CH2O3(316) + HF(38) <=> CH2O3(316) + OC(F)(F)F(2205),"{'CH2O3(316)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CH2O3(316)': 1.0, 'HF(38)': 1.0}"
733,0.0,CF2O(48) + CH2O2(153) + HF(38) <=> CH2O2(153) + OC(F)(F)F(2205),"{'CH2O2(153)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CH2O2(153)': 1.0, 'HF(38)': 1.0}"
734,0.0,CFOOH(127) + CHFO(46) + HF(38) <=> CH2O2(153) + OC(F)(F)F(2205),"{'CH2O2(153)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CFOOH(127)': 1.0, 'CHFO(46)': 1.0, 'HF(38)': 1.0}"
735,0.0,CF2O(48) + CH2O(19) + HF(38) <=> CH2O(19) + OC(F)(F)F(2205),"{'CH2O(19)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CH2O(19)': 1.0, 'HF(38)': 1.0}"
737,0.0,CF2O(48) + CFOOH(127) + HF(38) <=> CFOOH(127) + OC(F)(F)F(2205),"{'CFOOH(127)': 1.0, 'OC(F)(F)F(2205)': 1.0}","{'CF2O(48)': 1.0, 'CFOOH(127)': 1.0, 'HF(38)': 1.0}"
763,0.0,CHFO(46) + O2(149) <=> CFO(50) + HO2(10),"{'CFO(50)': 1.0, 'HO2(10)': 1.0}","{'CHFO(46)': 1.0, 'O2(149)': 1.0}"
798,0.0,CH2O3(316) <=> CO3(202) + H2(6),"{'CO3(202)': 1.0, 'H2(6)': 1.0}",{'CH2O3(316)': 1.0}
801,0.0,CHO2(157) + OH(5) <=> CO3(202) + H2(6),"{'CO3(202)': 1.0, 'H2(6)': 1.0}","{'CHO2(157)': 1.0, 'OH(5)': 1.0}"
813,0.0,CHFO3(641) + CO2(13) <=> C2FO4(1196) + OH(5),"{'C2FO4(1196)': 1.0, 'OH(5)': 1.0}","{'CHFO3(641)': 1.0, 'CO2(13)': 1.0}"
814,0.0,CHFO3(641) + CO2(13) <=> C2FO4(323) + OH(5),"{'C2FO4(323)': 1.0, 'OH(5)': 1.0}","{'CHFO3(641)': 1.0, 'CO2(13)': 1.0}"
